ComponentName,ApmtLength,ApmtDepth,ApmtHeight,Length,Depth,Height,ProxZpos,ProxZneg,ProxYpos,ProxYneg,ProxXpos,ProxXneg,TopArea,SidesArea,NumberOfFaces,ClashCount
InteriorWall,3.3,68.37,1.03,3.28,0.1,3.54,0,0.11,2.03,4.71,7.33,0.2,0.33,23.94,6,4
InteriorWall,5.51,68.37,1.03,1.96,0.1,3.54,0,0.11,3.91,2.82,7.33,1.52,0.2,14.58,10,7
InteriorWall,3.97,68.37,1.03,2.72,0.1,3.54,0,0.11,3.91,0.2,9.29,1.42,0.27,19.99,6,5
InteriorWall,4.13,68.37,1.03,2.62,0.1,3.54,0,0.11,4.01,0.2,7.33,3.38,0.26,19.29,6,6
InteriorWall,2.23,68.37,1.03,4.85,0.1,3.54,0,0.11,3.72,3.02,0.91,5.05,0.49,35.05,6,4
InteriorWall,3.83,68.37,1.03,2.82,0.1,3.54,0,0.11,3.82,0.2,5.66,5.05,0.28,20.69,10,6
ExteriorWall,1.68,34.19,1.03,6.44,0.2,3.54,0,0.11,0.2,0.2,10.61,0,1.29,46.99,10,7
ExteriorWall,1.63,34.19,1.03,6.64,0.2,3.54,0,0.11,0,0.2,0.71,9.9,1.33,48.41,14,7
ExteriorWall,1.09,34.19,1.03,9.9,0.2,3.54,0,0.11,0,6.64,0.91,0,1.98,71.49,6,4
ExteriorWall,1.07,34.19,1.03,10.1,0.2,3.54,0,0.11,6.64,0,0.71,0,2.02,72.91,6,7
InteriorDoor,11.75,170.93,1.75,0.92,0.04,2.09,1.45,0.11,2.91,3.01,7.36,3.41,0.04,4.01,6,3
InteriorDoor,11.75,170.93,1.75,0.92,0.04,2.09,1.45,0.11,4,1.92,5.69,5.08,0.04,4.01,6,3
InteriorDoor,11.75,170.93,1.75,0.92,0.04,2.09,1.45,0.11,3.94,2.85,8.19,1.7,0.04,4.01,6,3
InteriorDoor,11.75,170.93,1.75,0.92,0.04,2.09,1.45,0.11,5.13,1.67,6.03,3.85,0.04,4.01,6,3
InteriorDoor,11.75,170.93,1.75,0.92,0.04,2.09,1.45,0.11,3.94,2.85,9.46,0.42,0.04,4.01,6,3
ExteriorDoor,10.7,170.93,1.75,1.01,0.04,2.09,1.45,0.11,2.77,3.06,10.69,0.08,0.04,4.38,6,3
Window,3.52,170.93,1.26,3.07,0.04,2.9,0.26,0.49,0.4,3.37,0.79,9.98,0.12,18.01,6,2
Window,4.56,170.93,1.26,2.37,0.04,2.9,0.26,0.49,4.07,0.4,0.79,9.98,0.09,13.99,6,2
Railing,3.52,227.9,3.65,3.07,0.03,1,2.54,0.11,0.4,3.37,0,10.78,0.09,6.19,6,4
Railing,15.22,227.9,3.65,0.71,0.03,1,2.54,0.11,0.4,6.41,0,10.1,0.02,1.48,6,4
Railing,15.22,227.9,3.65,0.71,0.03,1,2.54,0.11,3.44,3.37,0,10.1,0.02,1.48,6,3
Railing,4.56,227.9,3.65,2.37,0.03,1,2.54,0.11,4.07,0.4,0,10.78,0.07,4.8,6,4
Railing,15.22,227.9,3.65,0.71,0.03,1,2.54,0.11,4.07,2.74,0,10.1,0.02,1.48,6,4
Railing,15.22,227.9,3.65,0.71,0.03,1,2.54,0.11,6.41,0.4,0,10.1,0.02,1.48,6,4
BalconyFloor,3.52,9.63,33.18,3.07,0.71,0.11,3.54,0,0.4,3.37,0,10.1,2.18,0.83,6,5
BalconyFloor,4.56,9.63,33.18,2.37,0.71,0.11,3.54,0,4.07,0.4,0,10.1,1.68,0.68,6,5
BathroomFloor,4.13,3.68,33.18,2.62,1.86,0.11,3.54,0,4.01,0.2,7.43,1.52,4.88,0.99,6,4
Floor,1.07,1,33.18,10.1,6.84,0.11,3.54,0,0,0,0.71,0,69.04,3.73,18,26
InteriorWall,14.3,100.55,1.08,0.91,0.1,3.2,0,0.26,3.2,9.71,6.69,2.46,0.09,6.44,10,5
InteriorWall,13.69,100.55,1.08,0.95,0.1,3.2,0,0.26,4.88,7.19,6.18,3.77,0.1,6.72,6,4
InteriorWall,9.23,100.55,1.08,1.41,0.1,3.2,0,0.26,3.2,9.71,5.18,3.47,0.14,9.65,10,5
InteriorWall,12.88,100.55,1.08,1.01,0.1,3.2,0,0.26,7.19,5.72,5.18,3.87,0.1,7.1,8,5
InteriorWall,6.64,100.55,1.08,1.96,0.1,3.2,0,0.26,4.78,8.14,7.89,0.2,0.2,13.2,10,5
InteriorWall,6.64,100.55,1.08,1.96,0.1,3.2,0,0.26,5.83,7.09,7.89,0.2,0.2,13.2,6,4
InteriorWall,2.67,100.55,1.08,4.88,0.1,3.2,0,0.26,7.19,5.72,0.2,4.98,0.49,31.86,6,4
InteriorWall,5.27,100.55,1.08,2.47,0.1,3.2,0,0.26,0.2,10.34,6.59,3.37,0.25,16.48,6,4
InteriorWall,6.02,100.55,1.08,2.16,0.1,3.2,0,0.26,3.2,9.71,7.69,0.2,0.22,14.48,10,5
InteriorWall,20.65,100.55,1.08,0.63,0.1,3.2,0,0.26,3.2,9.18,5.08,4.88,0.06,4.67,6,4
InteriorWall,24.55,100.55,1.08,0.53,0.1,3.2,0,0.26,2.78,9.71,6.59,3.37,0.05,4,6,5
InteriorWall,11.72,100.55,1.08,1.11,0.1,3.2,0,0.26,2.68,10.24,6.59,2.36,0.11,7.72,6,5
InteriorWall,24.55,100.55,1.08,0.53,0.1,3.2,0,0.26,2.78,9.71,7.59,2.36,0.05,4,6,5
InteriorWall,8.08,100.55,1.08,1.61,0.1,3.2,0,0.26,4.78,8.14,6.18,2.26,0.16,10.94,10,5
InteriorWall,8.08,100.55,1.08,1.61,0.1,3.2,0,0.26,5.83,7.09,6.18,2.26,0.16,10.94,6,5
InteriorWall,11.31,100.55,1.08,1.15,0.1,3.2,0,0.26,4.78,7.09,7.79,2.16,0.12,8,6,6
InteriorWall,6.17,100.55,1.08,2.11,0.1,3.2,0,0.26,5.93,4.98,6.18,3.77,0.21,14.11,13,8
InteriorWall,3.54,100.55,1.08,3.67,0.1,3.2,0,0.26,8.03,4.88,6.18,0.2,0.37,24.13,6,4
InteriorWall,3.87,100.55,1.08,3.36,0.1,3.2,0,0.26,3.93,5.72,5.08,4.88,0.34,22.14,10,6
InteriorWall,2.61,100.55,1.08,4.98,0.1,3.2,0,0.26,3.83,9.08,0.2,4.88,0.5,32.5,6,5
ExteriorWall,1.35,50.28,1.08,9.66,0.2,3.2,0,0.26,12.81,0,0.2,0.2,1.93,63.07,10,5
ExteriorWall,1.35,50.28,1.08,9.66,0.2,3.2,0,0.26,0,12.81,0.2,0.2,1.93,63.07,6,5
ExteriorWall,1,50.28,1.08,13.01,0.2,3.2,0,0.26,0,0,0,9.86,2.6,84.54,18,9
ExteriorWall,1,50.28,1.08,13.01,0.2,3.2,0,0.26,0,0,9.86,0,2.6,84.54,10,10
InteriorDoor,14.14,251.38,1.7,0.92,0.04,2.03,1.17,0.26,4.37,7.73,5.11,4.91,0.04,3.9,6,3
InteriorDoor,14.14,251.38,1.7,0.92,0.04,2.03,1.17,0.26,7.22,5.75,5.27,3.86,0.04,3.9,6,4
InteriorDoor,14.14,251.38,1.7,0.92,0.04,2.03,1.17,0.26,6.15,5.94,6.21,3.8,0.04,3.9,6,3
InteriorDoor,14.14,251.38,1.7,0.92,0.04,2.03,1.17,0.26,3.23,9.74,5.37,3.76,0.04,3.9,6,3
InteriorDoor,14.14,251.38,1.7,0.92,0.04,2.03,1.17,0.26,4.81,8.17,6.48,2.66,0.04,3.9,6,3
InteriorDoor,18.07,251.38,1.7,0.72,0.04,2.03,1.17,0.26,3.23,9.74,6.78,2.56,0.03,3.09,6,3
InteriorDoor,14.14,251.38,1.7,0.92,0.04,2.03,1.17,0.26,3.23,9.74,7.89,1.25,0.04,3.9,6,3
InteriorDoor,14.14,251.38,1.7,0.92,0.04,2.03,1.17,0.26,4.81,8.17,7.99,1.15,0.04,3.9,6,3
ExteriorDoor,12.88,251.38,1.7,1.01,0.04,2.03,1.17,0.26,3.59,8.42,9.94,0.08,0.04,4.25,6,3
Window,2.57,251.38,1.36,5.07,0.04,2.54,0.31,0.61,7.54,0.4,0.08,9.94,0.2,25.96,6,2
Window,1.41,251.38,1.36,9.25,0.04,2.54,0.31,0.61,12.89,0.08,0.4,0.4,0.37,47.22,6,2
Window,4.09,251.38,1.36,3.18,0.04,2.54,0.31,0.61,0.4,9.43,0.08,9.94,0.13,16.36,6,2
Window,4.71,251.38,1.36,2.76,0.04,2.54,0.31,0.61,4.18,6.07,0.08,9.94,0.11,14.22,6,2
BathroomFloor,3.64,4.77,13.31,3.57,2.11,0.26,3.2,0,5.93,4.98,6.28,0.2,7.52,2.95,6,4
Floor,1,1,13.31,13.01,10.06,0.26,3.2,0,0,0,0,0,130.82,11.99,18,35
InteriorWall,18.38,96.08,1.07,0.64,0.1,3.47,0,0.25,0.2,8.77,2.84,8.82,0.06,5.11,6,3
InteriorWall,5.25,96.08,1.07,2.24,0.1,3.47,0,0.25,4.95,4.56,9.32,0.2,0.22,16.25,6,4
InteriorWall,9.12,96.08,1.07,1.29,0.1,3.47,0,0.25,3.28,6.22,4.54,5.93,0.13,9.68,10,5
InteriorWall,6.16,96.08,1.07,1.91,0.1,3.47,0,0.25,0.2,7.5,4.44,7.22,0.19,13.94,6,4
InteriorWall,6.16,96.08,1.07,1.91,0.1,3.47,0,0.25,0.2,7.5,6.43,5.23,0.19,13.94,6,5
InteriorWall,5.25,96.08,1.07,2.24,0.1,3.47,0,0.25,3.09,6.42,9.32,0.2,0.22,16.25,10,5
InteriorWall,6.22,96.08,1.07,1.89,0.1,3.47,0,0.25,3.28,6.22,5.93,3.94,0.19,13.83,10,5
InteriorWall,2.53,96.08,1.07,4.65,0.1,3.47,0,0.25,4.76,0.2,4.44,7.22,0.47,32.98,6,4
InteriorWall,14.89,96.08,1.07,0.79,0.1,3.47,0,0.25,4.26,4.56,9.22,2.44,0.08,6.15,6,3
InteriorWall,8.58,96.08,1.07,1.37,0.1,3.47,0,0.25,3.28,4.95,4.44,7.22,0.14,10.22,6,4
InteriorWall,8,96.08,1.07,1.47,0.1,3.47,0,0.25,3.28,4.85,5.83,5.83,0.15,10.91,6,5
InteriorWall,8.46,96.08,1.07,1.39,0.1,3.47,0,0.25,4.66,4.85,4.44,5.93,0.14,10.38,6,5
InteriorWall,3.93,96.08,1.07,2.99,0.1,3.47,0,0.25,0.2,6.42,9.22,2.44,0.3,21.43,6,7
InteriorWall,2.46,96.08,1.07,4.78,0.1,3.47,0,0.25,2.11,7.4,4.44,2.54,0.48,33.89,14,9
InteriorWall,1.63,96.08,1.07,7.2,0.1,3.47,0,0.25,2.21,0.2,7.82,3.84,0.72,50.66,10,6
ExteriorWall,1.04,48.04,1.07,11.36,0.2,3.47,0,0.25,0,9.41,0.2,0.2,2.27,80.23,10,9
ExteriorWall,1.04,48.04,1.07,11.36,0.2,3.47,0,0.25,9.41,0,0.2,0.2,2.27,80.23,18,9
ExteriorWall,1.22,48.04,1.07,9.61,0.2,3.47,0,0.25,0,0,11.56,0,1.92,68.07,6,5
ExteriorWall,1.22,48.04,1.07,9.61,0.2,3.47,0,0.25,0,0,0,11.56,1.92,68.07,6,4
InteriorDoor,12.78,240.2,1.64,0.92,0.04,2.27,1.2,0.25,3.31,6.25,6.02,4.82,0.04,4.36,6,3
InteriorDoor,12.78,240.2,1.64,0.92,0.04,2.27,1.2,0.25,3.31,6.25,4.72,6.12,0.04,4.36,6,3
InteriorDoor,12.78,240.2,1.64,0.92,0.04,2.27,1.2,0.25,2.29,6.4,7.85,3.87,0.04,4.36,6,3
InteriorDoor,12.78,240.2,1.64,0.92,0.04,2.27,1.2,0.25,2.14,7.43,6.62,4.22,0.04,4.36,6,3
InteriorDoor,12.78,240.2,1.64,0.92,0.04,2.27,1.2,0.25,2.14,7.43,5.42,5.42,0.04,4.36,6,3
InteriorDoor,12.78,240.2,1.64,0.92,0.04,2.27,1.2,0.25,3.12,6.45,9.81,1.04,0.04,4.36,6,3
ExteriorDoor,11.64,240.2,1.64,1.01,0.04,2.27,1.2,0.25,0.08,9.49,3.18,7.57,0.04,4.76,6,3
Window,3.1,240.2,1.36,3.79,0.04,2.73,0.36,0.63,9.49,0.08,0.4,7.58,0.15,20.88,6,2
Window,3.69,240.2,1.36,3.19,0.04,2.73,0.36,0.63,9.49,0.08,8.17,0.4,0.13,17.62,6,2
Window,4.22,240.2,1.36,2.79,0.04,2.73,0.36,0.63,9.49,0.08,4.79,4.19,0.11,15.44,6,2
BathroomFloor,4.07,4.29,14.88,2.89,2.24,0.25,3.47,0,0.2,6.52,9.32,0.2,6.47,2.56,6,4
BathroomFloor,4.37,5.03,14.88,2.69,1.91,0.25,3.47,0,0.2,7.5,6.53,2.54,5.13,2.3,6,5
Floor,1,1,14.88,11.76,9.61,0.25,3.47,0,0,0,0,0,112.99,10.68,22,29
InteriorWall,35.79,99.61,1.03,0.3,0.1,3.22,0,0.11,6.87,3.56,7.63,2.23,0.03,2.59,6,4
InteriorWall,35.79,99.61,1.03,0.3,0.1,3.22,0,0.11,6.87,3.56,6.64,3.23,0.03,2.59,6,4
InteriorWall,8.2,99.61,1.03,1.31,0.1,3.22,0,0.11,7.28,2.16,7.63,2.23,0.13,9.05,6,4
InteriorWall,8.2,99.61,1.03,1.31,0.1,3.22,0,0.11,7.28,2.16,6.64,3.23,0.13,9.05,10,5
InteriorWall,2.54,99.61,1.03,4.22,0.1,3.22,0,0.11,5.17,5.47,5.54,0.2,0.42,27.8,10,5
InteriorWall,9.67,99.61,1.03,1.11,0.1,3.22,0,0.11,7.48,2.16,5.44,4.42,0.11,7.76,10,5
InteriorWall,5.77,99.61,1.03,1.86,0.1,3.22,0,0.11,8.68,0.2,5.44,4.42,0.19,12.6,6,4
InteriorWall,2.43,99.61,1.03,4.41,0.1,3.22,0,0.11,5.17,5.47,1.03,4.52,0.44,29.08,6,4
InteriorWall,4.86,99.61,1.03,2.21,0.1,3.22,0,0.11,5.17,3.36,5.44,4.42,0.22,14.86,10,6
InteriorWall,9.85,99.61,1.03,1.09,0.1,3.22,0,0.11,7.18,3.46,6.64,2.23,0.11,7.68,6,6
InteriorWall,3.43,99.61,1.03,3.13,0.1,3.22,0,0.11,6.77,3.86,6.64,0.2,0.31,20.77,14,7
InteriorWall,2.49,99.61,1.03,4.32,0.1,3.22,0,0.11,8.58,2.06,5.44,0.2,0.43,28.44,10,9
InteriorWall,2.38,99.61,1.03,4.51,0.1,3.22,0,0.11,7.38,3.26,1.03,4.42,0.45,29.72,6,5
ExteriorWall,1.04,49.81,1.03,10.34,0.2,3.22,0,0.11,0.2,0.2,0.83,8.93,2.07,67.86,18,12
ExteriorWall,1,49.81,1.03,10.74,0.2,3.22,0,0.11,0,0,9.76,0,2.15,70.44,10,9
ExteriorWall,1.2,49.81,1.03,8.93,0.2,3.22,0,0.11,10.54,0,0.83,0.2,1.79,58.8,6,5
ExteriorWall,1.2,49.81,1.03,8.93,0.2,3.22,0,0.11,0,10.54,0.83,0.2,1.79,58.8,6,4
InteriorDoor,11.67,249.03,1.54,0.92,0.04,2.16,1.06,0.11,6.36,3.45,5.48,4.45,0.04,4.15,6,3
InteriorDoor,11.67,249.03,1.54,0.92,0.04,2.16,1.06,0.11,5.2,5.5,5.63,3.41,0.04,4.15,6,3
InteriorDoor,11.67,249.03,1.54,0.92,0.04,2.16,1.06,0.11,7.37,2.45,6.67,3.26,0.04,4.15,6,3
InteriorDoor,11.67,249.03,1.54,0.92,0.04,2.16,1.06,0.11,7.57,2.25,5.48,4.45,0.04,4.15,6,3
InteriorDoor,14.91,249.03,1.54,0.72,0.04,2.16,1.06,0.11,6.8,3.89,6.82,2.42,0.03,3.28,6,3
InteriorDoor,11.67,249.03,1.54,0.92,0.04,2.16,1.06,0.11,8.61,2.09,5.63,3.41,0.04,4.15,6,3
InteriorDoor,11.67,249.03,1.54,0.92,0.04,2.16,1.06,0.11,6.8,3.89,7.81,1.23,0.04,4.15,6,3
ExteriorDoor,10.63,249.03,1.54,1.01,0.04,2.16,1.06,0.11,5.72,4.01,9.84,0.08,0.04,4.53,6,3
Window,2.38,249.03,1.36,4.52,0.04,2.45,0.3,0.58,0.4,5.82,0.91,9.01,0.18,22.33,6,2
Window,4.11,249.03,1.36,2.61,0.04,2.45,0.3,0.58,7.73,0.4,0.91,9.01,0.1,12.99,6,2
Window,6.67,249.03,1.36,1.61,0.04,2.45,0.3,0.58,5.52,3.61,0.91,9.01,0.06,8.08,6,2
Railing,2.38,332.03,3.33,4.52,0.03,1,2.22,0.11,0.4,5.82,0,9.93,0.14,9.1,6,4
Railing,12.94,332.03,3.33,0.83,0.03,1,2.22,0.11,0.4,10.31,0,9.13,0.02,1.72,6,5
Railing,12.94,332.03,3.33,0.83,0.03,1,2.22,0.11,4.89,5.82,0,9.13,0.02,1.72,6,5
BalconyFloor,2.38,12,30.27,4.52,0.83,0.11,3.22,0,0.4,5.82,0,9.13,3.75,1.18,6,6
BathroomFloor,2.54,5.36,30.27,4.22,1.86,0.11,3.22,0,8.68,0.2,5.55,0.2,7.83,1.34,6,4
Floor,1,1.09,30.27,10.74,9.13,0.11,3.22,0,0,0,0.83,0,98.05,4.37,18,30
InteriorWall,6.91,93.43,1.03,1.47,0.1,3.05,0,0.1,4.86,4.38,0.2,8.48,0.15,9.6,6,3
InteriorWall,9.07,93.43,1.03,1.12,0.1,3.05,0,0.1,6.98,2.27,3.3,5.74,0.11,7.44,6,4
InteriorWall,3.39,93.43,1.03,3,0.1,3.05,0,0.1,6.98,2.27,0.2,6.96,0.3,18.91,10,4
InteriorWall,7.7,93.43,1.03,1.32,0.1,3.05,0,0.1,6.98,2.27,4.52,4.32,0.13,8.67,6,3
InteriorWall,14.31,93.43,1.03,0.71,0.1,3.05,0,0.1,6.98,2.27,6.76,2.69,0.07,4.95,6,3
InteriorWall,4.25,93.43,1.03,2.39,0.1,3.05,0,0.1,6.98,2.27,7.57,0.2,0.24,15.2,10,5
InteriorWall,4.7,93.43,1.03,2.16,0.1,3.05,0,0.1,6.98,0.2,4.42,5.64,0.22,13.82,10,6
InteriorWall,1.29,93.43,1.03,7.85,0.1,3.05,0,0.1,1.29,0.2,3.2,6.86,0.79,48.51,10,6
InteriorWall,1.29,93.43,1.03,7.85,0.1,3.05,0,0.1,1.29,0.2,7.47,2.59,0.79,48.51,10,8
ExteriorWall,1.29,46.72,1.03,7.85,0.2,3.05,0,0.1,1.29,0.2,0,9.96,1.57,49.12,6,6
ExteriorWall,1,46.72,1.03,10.16,0.2,3.05,0,0.1,9.14,0,0,0,2.03,63.19,10,9
ExteriorWall,1.26,46.72,1.03,8.05,0.2,3.05,0,0.1,1.09,0.2,9.96,0,1.61,50.34,6,5
ExteriorWall,1.02,46.72,1.03,9.96,0.2,3.05,0,0.1,1.09,8.05,0,0.2,1.99,61.97,18,15
InteriorDoor,11.04,233.58,1.61,0.92,0.04,1.96,1.09,0.1,5.36,3.06,3.23,6.89,0.04,3.76,6,3
InteriorDoor,11.04,233.58,1.61,0.92,0.04,1.96,1.09,0.1,5.66,2.76,7.5,2.62,0.04,3.76,6,3
InteriorDoor,11.04,233.58,1.61,0.92,0.04,1.96,1.09,0.1,7.01,2.3,2.18,7.06,0.04,3.76,6,3
InteriorDoor,11.04,233.58,1.61,0.92,0.04,1.96,1.09,0.1,7.01,2.3,7.67,1.57,0.04,3.76,6,3
InteriorDoor,11.04,233.58,1.61,0.92,0.04,1.96,1.09,0.1,7.17,1.25,4.45,5.67,0.04,3.76,6,3
ExteriorDoor,10.06,233.58,1.61,1.01,0.04,1.96,1.09,0.1,9.22,0.08,5.59,3.56,0.04,4.11,6,3
Window,2.77,233.58,1.21,3.67,0.04,2.6,0.18,0.37,1.17,8.13,3.55,2.94,0.15,19.28,6,2
Window,3.98,233.58,1.21,2.55,0.04,2.6,0.18,0.37,1.17,8.13,0.4,7.21,0.1,13.47,6,2
Window,5.24,233.58,1.21,1.94,0.04,2.6,0.18,0.37,1.17,8.13,7.82,0.4,0.08,10.3,6,2
Railing,2.77,311.43,3.15,3.67,0.03,1,2.05,0.1,0,9.31,3.55,2.94,0.11,7.4,6,4
Railing,9.32,311.43,3.15,1.09,0.03,1,2.05,0.1,0,8.25,7.19,2.94,0.03,2.24,6,4
Railing,9.32,311.43,3.15,1.09,0.03,1,2.05,0.1,0,8.25,3.55,6.58,0.03,2.24,6,4
Railing,5.24,311.43,3.15,1.94,0.03,1,2.05,0.1,0,9.31,7.82,0.4,0.06,3.94,6,4
Railing,9.32,311.43,3.15,1.09,0.03,1,2.05,0.1,0,8.25,9.73,0.4,0.03,2.24,6,5
Railing,9.32,311.43,3.15,1.09,0.03,1,2.05,0.1,0,8.25,7.82,2.31,0.03,2.24,6,5
BalconyFloor,2.77,8.57,31.5,3.67,1.09,0.1,3.05,0,0,8.25,3.55,2.94,4,0.95,6,5
BalconyFloor,5.24,8.57,31.5,1.94,1.09,0.1,3.05,0,0,8.25,7.82,0.4,2.12,0.61,6,6
BathroomFloor,3.39,4.51,31.5,3,2.07,0.1,3.05,0,7.08,0.2,0.2,6.96,6.2,1.01,6,4
BathroomFloor,4.25,4.51,31.5,2.39,2.07,0.1,3.05,0,7.08,0.2,7.57,0.2,4.94,0.89,6,4
Floor,1,1.13,31.5,10.16,8.25,0.1,3.05,0,1.09,0,0,0,83.84,3.68,22,25
InteriorWall,14.06,74.16,1.06,0.67,0.1,3.14,0,0.19,2.29,5.03,0.2,8.55,0.07,4.82,6,3
InteriorWall,4.51,74.16,1.06,2.09,0.1,3.14,0,0.19,0.2,5.13,7.02,2.3,0.21,13.75,10,6
InteriorWall,44.86,74.16,1.06,0.21,0.1,3.14,0,0.19,2.39,4.82,7.02,2.3,0.02,1.92,6,5
InteriorWall,2.53,74.16,1.06,3.72,0.1,3.14,0,0.19,2.39,1.31,5.58,3.74,0.37,23.97,6,4
InteriorWall,15.19,74.16,1.06,0.62,0.1,3.14,0,0.19,2.29,5.03,2.82,5.99,0.06,4.49,6,3
InteriorWall,4.28,74.16,1.06,2.2,0.1,3.14,0,0.19,2.59,4.72,7.02,0.2,0.22,14.47,6,4
InteriorWall,2.62,74.16,1.06,3.59,0.1,3.14,0,0.19,2.29,5.03,3.53,2.3,0.36,23.14,14,9
InteriorWall,4.3,74.16,1.06,2.19,0.1,3.14,0,0.19,0.2,5.03,3.43,5.89,0.22,14.37,6,5
ExteriorWall,1.04,37.08,1.06,9.02,0.2,3.14,0,0.19,0,7.22,0.2,0.2,1.8,57.9,10,8
ExteriorWall,1.02,37.08,1.06,9.22,0.2,3.14,0,0.19,6.11,1.11,0,0.2,1.84,59.16,14,13
ExteriorWall,1.49,37.08,1.06,6.31,0.2,3.14,0,0.19,0,1.11,9.22,0,1.26,40.86,6,5
ExteriorWall,1.54,37.08,1.06,6.11,0.2,3.14,0,0.19,0,1.31,0,9.22,1.22,39.6,6,5
InteriorDoor,10.24,185.4,1.63,0.92,0.04,2.04,1.1,0.19,2.32,5.06,5.79,2.71,0.04,3.92,6,3
InteriorDoor,10.24,185.4,1.63,0.92,0.04,2.04,1.1,0.19,2.32,5.06,4.56,3.94,0.04,3.92,6,3
InteriorDoor,10.24,185.4,1.63,0.92,0.04,2.04,1.1,0.19,0.35,6.14,7.05,2.33,0.04,3.92,6,3
ExteriorDoor,9.33,185.4,1.63,1.01,0.04,2.04,1.1,0.19,0.08,7.3,4.82,3.59,0.04,4.28,6,3
Window,1.91,185.4,1.17,4.93,0.04,2.85,0.12,0.36,6.19,1.19,0.4,4.09,0.2,28.34,6,2
Window,3.05,185.4,1.17,3.09,0.04,2.85,0.12,0.36,6.19,1.19,5.93,0.4,0.12,17.83,6,2
Railing,1.91,247.2,3.33,4.93,0.03,1,2.14,0.19,7.39,0,0.4,4.09,0.15,9.92,6,4
Railing,8.49,247.2,3.33,1.11,0.03,1,2.14,0.19,6.31,0,0.4,8.99,0.03,2.28,6,5
Railing,8.49,247.2,3.33,1.11,0.03,1,2.14,0.19,6.31,0,5.3,4.09,0.03,2.28,6,5
Railing,3.05,247.2,3.33,3.09,0.03,1,2.14,0.19,7.39,0,5.93,0.4,0.09,6.24,6,4
Railing,8.49,247.2,3.33,1.11,0.03,1,2.14,0.19,6.31,0,5.93,3.46,0.03,2.28,6,4
Railing,8.49,247.2,3.33,1.11,0.03,1,2.14,0.19,6.31,0,8.99,0.4,0.03,2.28,6,5
BalconyFloor,1.91,6.68,17.53,4.93,1.11,0.19,3.14,0,6.31,0,0.4,4.09,5.47,2.3,6,6
BalconyFloor,3.05,6.68,17.53,3.09,1.11,0.19,3.14,0,6.31,0,5.93,0.4,3.43,1.6,6,6
BathroomFloor,3.94,3.53,17.53,2.39,2.1,0.19,3.14,0,0.2,4.82,7.12,0.2,5.04,1.71,6,6
Floor,1,1.18,17.53,9.42,6.31,0.19,3.14,0,0,1.11,0,0,59.4,5.98,18,23
InteriorWall,4.73,96.08,1.07,2.14,0.1,3.19,0,0.21,7.8,0.2,3.77,5.73,0.21,14.26,6,2
InteriorWall,3.51,96.08,1.07,2.89,0.1,3.19,0,0.21,3.92,6.11,6.52,0.2,0.29,19.06,6,4
InteriorWall,2.91,96.08,1.07,3.48,0.1,3.19,0,0.21,7.8,2.24,5.93,0.2,0.35,22.81,6,5
InteriorWall,2.44,96.08,1.07,4.16,0.1,3.19,0,0.21,3.92,6.11,0.2,5.25,0.42,27.19,6,4
InteriorWall,2.44,96.08,1.07,4.16,0.1,3.19,0,0.21,6.7,3.33,0.2,5.25,0.42,27.19,6,4
InteriorWall,5.17,96.08,1.07,1.96,0.1,3.19,0,0.21,4.62,5.41,4.46,3.19,0.2,13.13,10,5
InteriorWall,12.82,96.08,1.07,0.79,0.1,3.19,0,0.21,3.92,5.41,6.42,3.09,0.08,5.71,6,4
InteriorWall,2.72,96.08,1.07,3.72,0.1,3.19,0,0.21,6.21,0.2,5.83,3.68,0.37,24.39,10,6
InteriorWall,2.01,96.08,1.07,5.05,0.1,3.19,0,0.21,6.11,3.92,4.36,0.2,0.5,32.83,14,8
InteriorWall,16.88,96.08,1.07,0.6,0.1,3.19,0,0.21,6.21,3.33,4.36,5.15,0.06,4.44,6,4
InteriorWall,4.65,96.08,1.07,2.18,0.1,3.19,0,0.21,3.92,4.02,4.36,5.15,0.22,14.57,10,6
ExteriorWall,1.1,48.04,1.07,9.21,0.2,3.19,0,0.21,0,9.93,0.2,0.2,1.84,60.02,6,4
ExteriorWall,1,48.04,1.07,10.13,0.2,3.19,0,0.21,0,0,9.41,0,2.03,65.91,10,10
ExteriorWall,1.08,48.04,1.07,9.41,0.2,3.19,0,0.21,9.93,0,0,0.2,1.88,61.3,6,6
ExteriorWall,1.02,48.04,1.07,9.93,0.2,3.19,0,0.21,0,0.2,0,9.41,1.99,64.63,18,9
InteriorDoor,11.01,240.2,1.48,0.92,0.04,2.29,0.9,0.21,5,4.21,4.39,5.18,0.04,4.4,6,3
InteriorDoor,11.01,240.2,1.48,0.92,0.04,2.29,0.9,0.21,6.14,3.95,4.74,3.95,0.04,4.4,6,3
InteriorDoor,11.01,240.2,1.48,0.92,0.04,2.29,0.9,0.21,4.65,5.44,5.42,3.27,0.04,4.4,6,3
InteriorDoor,11.01,240.2,1.48,0.92,0.04,2.29,0.9,0.21,7.98,1.23,5.86,3.71,0.04,4.4,6,3
InteriorDoor,11.01,240.2,1.48,0.92,0.04,2.29,0.9,0.21,6.14,3.95,7.58,1.11,0.04,4.4,6,3
ExteriorDoor,10.03,240.2,1.48,1.01,0.04,2.29,0.9,0.21,4.96,4.16,9.49,0.08,0.04,4.8,6,3
Window,3.1,240.2,1.43,3.27,0.04,2.37,0.35,0.68,0.4,6.46,0.08,9.49,0.13,15.7,6,2
