ComponentName,ApmtLength,ApmtDepth,ApmtHeight,Length,Depth,Height,ProximityDistance,TopArea,SidesArea,NumberOfFaces,ClashCount
ExteriorWall,1,33.83,1.05,10.3,0.2,3.27,0,2.06,68.67,6,6
ExteriorWall,1,33.83,1.05,10.3,0.2,3.27,0,2.06,68.67,6,4
InteriorDoor,11.2,169.15,1.52,0.92,0.04,2.26,2.87,0.04,4.34,6,3
InteriorDoor,11.2,169.15,1.52,0.92,0.04,2.26,1.89,0.04,4.34,6,3
InteriorDoor,11.2,169.15,1.52,0.92,0.04,2.26,1.74,0.04,4.34,6,3
InteriorDoor,11.2,169.15,1.52,0.92,0.04,2.26,1.65,0.04,4.34,6,3
InteriorDoor,11.2,169.15,1.52,0.92,0.04,2.26,0.44,0.04,4.34,6,3
ExteriorDoor,10.2,169.15,1.52,1.01,0.04,2.26,0.08,0.04,4.74,6,3
Window,3.4,169.15,1.17,3.03,0.04,2.93,0.08,0.12,17.97,6,2
Window,4.4,169.15,1.17,2.34,0.04,2.93,0.08,0.09,13.95,6,2
BathroomFloor,3.98,3.56,21.44,2.59,1.9,0.16,0.2,4.93,1.44,6,4
Floor,1,1,21.44,10.3,6.77,0.16,0,69.69,5.46,18,20
InteriorWall,3.46,67.66,1.06,2.01,0.1,3.26,0.2,0.2,13.73,6,4
InteriorWall,1.63,67.66,1.06,4.26,0.1,3.26,0.2,0.43,28.43,6,4
InteriorWall,3.46,67.66,1.06,2.01,0.1,3.26,0.2,0.2,13.73,12,5
InteriorWall,1.63,67.66,1.06,4.26,0.1,3.26,0.2,0.43,28.44,14,9
ExteriorWall,1.06,33.83,1.06,6.56,0.2,3.26,0,1.31,44.09,14,7
ExteriorWall,1,33.83,1.06,6.96,0.2,3.26,0,1.39,46.7,10,7
ExteriorWall,1.06,33.83,1.06,6.57,0.2,3.26,0,1.31,44.11,6,4
ExteriorWall,1.06,33.83,1.06,6.57,0.2,3.26,0,1.31,44.11,6,6
InteriorDoor,7.57,169.15,1.58,0.92,0.04,2.19,2.09,0.04,4.2,6,3
InteriorDoor,7.57,169.15,1.58,0.92,0.04,2.19,2.24,0.04,4.2,6,3
InteriorDoor,7.57,169.15,1.58,0.92,0.04,2.19,1.21,0.04,4.2,6,3
ExteriorDoor,6.89,169.15,1.58,1.01,0.04,2.19,0.08,0.04,4.59,6,3
Window,2.23,169.15,1.84,3.12,0.04,1.89,0.08,0.12,11.96,6,2
Window,2.85,169.15,1.84,2.44,0.04,1.89,0.08,0.1,9.37,6,2
BathroomFloor,3.46,3.74,16.52,2.01,1.81,0.21,0.2,3.63,1.6,6,4
Floor,1,1,16.52,6.96,6.77,0.21,0,47.1,5.77,18,14
InteriorWall,6.77,88.11,1.08,2.06,0.1,3.4,1.87,0.21,14.66,10,5
InteriorWall,6.77,88.11,1.08,2.06,0.1,3.4,4.1,0.21,14.66,6,4
InteriorWall,12.91,88.11,1.08,1.08,0.1,3.4,3.49,0.11,8,10,5
InteriorWall,28.46,88.11,1.08,0.49,0.1,3.4,1.87,0.05,4,6,4
InteriorWall,3.35,88.11,1.08,4.16,0.1,3.4,0.2,0.42,28.98,6,4
InteriorWall,3.35,88.11,1.08,4.16,0.1,3.4,0.2,0.42,28.98,6,4
InteriorWall,6.77,88.11,1.08,2.06,0.1,3.4,2.89,0.21,14.66,6,5
InteriorWall,12.56,88.11,1.08,1.11,0.1,3.4,1.87,0.11,8.26,6,4
InteriorWall,5,88.11,1.08,2.79,0.1,3.4,0.2,0.28,19.64,10,6
InteriorWall,6.17,88.11,1.08,2.26,0.1,3.4,2.99,0.23,16.02,6,7
InteriorWall,2.53,88.11,1.08,5.52,0.1,3.4,0.2,0.55,38.24,6,5
InteriorWall,7.88,88.11,1.08,1.77,0.1,3.4,0.2,0.18,12.74,6,4
InteriorWall,4.05,88.11,1.08,3.44,0.1,3.4,1.87,0.34,24.09,14,8
InteriorWall,2.53,88.11,1.08,5.52,0.1,3.4,0.2,0.55,38.24,16,12
ExteriorWall,1.13,44.06,1.08,12.34,0.2,3.4,0,2.47,85.3,10,7
ExteriorWall,1.58,44.06,1.08,8.81,0.2,3.4,0,1.76,61.28,18,9
ExteriorWall,1.11,44.06,1.08,12.54,0.2,3.4,0,2.51,86.66,6,6
ExteriorWall,1.62,44.06,1.08,8.61,0.2,3.4,0,1.72,59.92,10,5
InteriorDoor,15.16,220.28,1.98,0.92,0.04,1.85,3.69,0.04,3.55,6,3
InteriorDoor,15.16,220.28,1.98,0.92,0.04,1.85,3.69,0.04,3.55,6,3
InteriorDoor,15.16,220.28,1.98,0.92,0.04,1.85,3.52,0.04,3.55,6,3
InteriorDoor,15.16,220.28,1.98,0.92,0.04,1.85,3.08,0.04,3.55,6,4
InteriorDoor,15.16,220.28,1.98,0.92,0.04,1.85,1.97,0.04,3.55,6,3
InteriorDoor,15.16,220.28,1.98,0.92,0.04,1.85,1.9,0.04,3.55,6,3
InteriorDoor,15.16,220.28,1.98,0.92,0.04,1.85,1.16,0.04,3.55,6,3
InteriorDoor,15.16,220.28,1.98,0.92,0.04,1.85,0.45,0.04,3.55,6,3
ExteriorDoor,13.81,220.28,1.98,1.01,0.04,1.85,0.08,0.04,3.88,6,3
Window,1.74,220.28,1.47,8.01,0.04,2.49,0.08,0.32,40.09,6,2
Window,4.91,220.28,1.47,2.84,0.04,2.49,0.09,0.11,14.36,6,2
Window,6.23,220.28,1.47,2.24,0.04,2.49,0.09,0.09,11.34,6,2
Window,8.06,220.28,1.47,1.73,0.04,2.49,0.09,0.07,8.81,6,2
Railing,4.91,293.7,3.66,2.84,0.03,1,0,0.09,5.75,6,4
Railing,11.92,293.7,3.66,1.17,0.03,1,0,0.04,2.4,6,4
Railing,11.92,293.7,3.66,1.17,0.03,1,0,0.04,2.4,6,4
Railing,6.23,293.7,3.66,2.24,0.03,1,0,0.07,4.53,6,4
Railing,11.92,293.7,3.66,1.17,0.03,1,0,0.04,2.4,6,4
Railing,11.92,293.7,3.66,1.17,0.03,1,0,0.04,2.4,6,4
Railing,8.06,293.7,3.66,1.73,0.03,1,0,0.05,3.52,6,4
Railing,11.92,293.7,3.66,1.17,0.03,1,0,0.04,2.4,6,4
Railing,11.92,293.7,3.66,1.17,0.03,1,0,0.04,2.4,6,3
BalconyFloor,4.91,7.53,14.08,2.84,1.17,0.26,0,3.33,2.09,6,5
BalconyFloor,6.23,7.53,14.08,2.24,1.17,0.26,0,2.62,1.77,6,5
BalconyFloor,8.06,7.53,14.08,1.73,1.17,0.26,0,2.02,1.51,6,5
BathroomFloor,5.18,4.28,14.08,2.69,2.06,0.26,0.2,5.52,2.47,6,4
BathroomFloor,6.77,5.44,14.08,2.06,1.62,0.26,2.99,3.33,1.91,6,4
Floor,1.09,1,14.08,12.74,8.81,0.26,0,112.29,11.21,22,38
InteriorWall,2.98,108.05,1.09,4.06,0.1,3.18,0.2,0.41,26.48,6,4
InteriorWall,6.54,108.05,1.09,1.85,0.1,3.18,0.2,0.18,12.37,6,4
InteriorWall,10.43,108.05,1.09,1.16,0.1,3.18,2.36,0.12,8.01,10,5
InteriorWall,2.49,108.05,1.09,4.85,0.1,3.18,0.2,0.48,31.47,6,4
InteriorWall,5.87,108.05,1.09,2.06,0.1,3.18,0.2,0.21,13.71,10,5
InteriorWall,20.51,108.05,1.09,0.59,0.1,3.18,2.05,0.06,4.38,6,4
InteriorWall,5.79,108.05,1.09,2.09,0.1,3.18,2.05,0.21,13.96,10,5
InteriorWall,9.6,108.05,1.09,1.26,0.1,3.18,1.52,0.13,8.65,6,4
InteriorWall,5.87,108.05,1.09,2.06,0.1,3.18,1.86,0.21,13.72,6,5
InteriorWall,1.73,108.05,1.09,6.99,0.1,3.18,0.2,0.7,45.09,10,5
InteriorWall,2.44,108.05,1.09,4.95,0.1,3.18,0.2,0.49,32.11,10,7
ExteriorWall,1.16,54.03,1.09,10.41,0.2,3.18,0,2.08,67.45,18,10
ExteriorWall,1.12,54.03,1.09,10.8,0.2,3.18,0,2.16,69.99,14,13
ExteriorWall,1.18,54.03,1.09,10.29,0.2,3.18,0,2.06,66.72,6,4
ExteriorWall,1.18,54.03,1.09,10.29,0.2,3.18,0,2.06,66.72,10,8
InteriorDoor,13.15,270.13,1.5,0.92,0.04,2.31,3.54,0.04,4.44,6,3
InteriorDoor,13.15,270.13,1.5,0.92,0.04,2.31,2.58,0.04,4.44,6,3
InteriorDoor,13.15,270.13,1.5,0.92,0.04,2.31,2.47,0.04,4.44,6,3
InteriorDoor,13.15,270.13,1.5,0.92,0.04,2.31,2.37,0.04,4.44,6,3
InteriorDoor,13.15,270.13,1.5,0.92,0.04,2.31,1.21,0.04,4.44,6,3
ExteriorDoor,11.98,270.13,1.5,1.01,0.04,2.31,0.08,0.04,4.84,6,3
Window,2.01,270.13,2.19,6.02,0.04,1.58,0.09,0.24,19.13,6,2
Window,3.93,270.13,2.19,3.08,0.04,1.58,0.08,0.12,9.84,6,2
Window,4.22,270.13,2.19,2.87,0.04,1.58,0.08,0.11,9.18,6,2
Window,3.57,270.13,2.19,3.39,0.04,1.58,0.09,0.14,10.84,6,2
Window,4.22,270.13,2.19,2.87,0.04,1.58,0.08,0.11,9.18,6,2
Railing,2.01,360.17,3.46,6.02,0.03,1,0,0.18,12.09,6,4
Railing,15.32,360.17,3.46,0.79,0.03,1,0,0.02,1.64,6,5
Railing,15.32,360.17,3.46,0.79,0.03,1,0,0.02,1.64,6,5
Railing,3.93,360.17,3.46,3.08,0.03,1,0,0.09,6.21,6,4
Railing,15.32,360.17,3.46,0.79,0.03,1,0,0.02,1.64,6,4
Railing,15.32,360.17,3.46,0.79,0.03,1,0,0.02,1.64,6,4
Railing,4.22,360.17,3.46,2.87,0.03,1,0,0.09,5.79,6,4
Railing,15.32,360.17,3.46,0.79,0.03,1,0,0.02,1.64,6,4
Railing,15.32,360.17,3.46,0.79,0.03,1,0,0.02,1.64,6,4
Railing,3.57,360.17,3.46,3.39,0.03,1,0,0.1,6.84,6,4
Railing,15.32,360.17,3.46,0.79,0.03,1,0,0.02,1.64,6,5
Railing,15.32,360.17,3.46,0.79,0.03,1,0,0.02,1.64,6,5
Railing,4.22,360.17,3.46,2.87,0.03,1,0,0.09,5.79,6,4
Railing,15.32,360.17,3.46,0.79,0.03,1,0,0.02,1.64,6,4
Railing,15.32,360.17,3.46,0.79,0.03,1,0,0.02,1.64,6,4
BalconyFloor,2.01,13.68,12.36,6.02,0.79,0.28,0,4.75,3.81,6,5
BalconyFloor,3.57,13.68,12.36,3.39,0.79,0.28,0,2.68,2.34,6,6
BalconyFloor,3.93,13.68,12.36,3.08,0.79,0.28,0,2.43,2.16,6,5
BalconyFloor,4.22,13.68,12.36,2.87,0.79,0.28,0,2.26,2.05,6,5
BalconyFloor,4.22,13.68,12.36,2.87,0.79,0.28,0,2.26,2.05,6,5
BathroomFloor,3.58,3.25,12.36,3.38,3.32,0.28,0.2,11.2,3.75,8,4
Floor,1.12,1.03,12.36,10.8,10.49,0.28,0,113.34,11.93,20,37
InteriorWall,8.52,85.16,1.05,1.28,0.1,3.39,2.01,0.13,9.32,10,5
InteriorWall,13.14,85.16,1.05,0.83,0.1,3.39,0.2,0.08,6.32,8,5
InteriorWall,5.29,85.16,1.05,2.06,0.1,3.39,1.13,0.21,14.65,10,5
InteriorWall,6.53,85.16,1.05,1.67,0.1,3.39,2.01,0.17,11.99,10,5
InteriorWall,2.96,85.16,1.05,3.68,0.1,3.39,0.2,0.37,25.61,6,4
InteriorWall,7.9,85.16,1.05,1.38,0.1,3.39,0.93,0.14,10,6,4
InteriorWall,10.1,85.16,1.05,1.08,0.1,3.39,1.03,0.11,8,6,5
InteriorWall,5.71,85.16,1.05,1.91,0.1,3.39,0.2,0.19,13.65,6,6
InteriorWall,1.56,85.16,1.05,6.97,0.1,3.39,0.2,0.7,47.91,10,7
InteriorWall,11.73,85.16,1.05,0.93,0.1,3.39,0.2,0.09,7,6,5
InteriorWall,27.96,85.16,1.05,0.39,0.1,3.39,1.03,0.04,3.34,9,7
InteriorWall,1.78,85.16,1.05,6.14,0.1,3.39,0.2,0.61,42.28,14,7
ExteriorWall,1.56,42.58,1.05,6.97,0.2,3.39,0,1.39,48.59,10,9
ExteriorWall,1.56,42.58,1.05,6.97,0.2,3.39,0,1.39,48.59,10,5
ExteriorWall,1,42.58,1.05,10.91,0.2,3.39,0,2.18,75.3,6,7
ExteriorWall,1,42.58,1.05,10.91,0.2,3.39,0,2.18,75.3,18,12
InteriorDoor,11.85,212.9,1.65,0.92,0.04,2.16,3.08,0.04,4.15,6,3
InteriorDoor,11.85,212.9,1.65,0.92,0.04,2.16,3.42,0.04,4.15,6,3
InteriorDoor,11.85,212.9,1.65,0.92,0.04,2.16,2.29,0.04,4.15,6,3
InteriorDoor,11.85,212.9,1.65,0.92,0.04,2.16,2.04,0.04,4.15,6,3
InteriorDoor,11.85,212.9,1.65,0.92,0.04,2.16,2.04,0.04,4.15,6,3
InteriorDoor,11.85,212.9,1.65,0.92,0.04,2.16,1.21,0.04,4.15,6,3
InteriorDoor,15.15,212.9,1.65,0.72,0.04,2.16,0.33,0.03,3.28,6,4
ExteriorDoor,10.8,212.9,1.65,1.01,0.04,2.16,0.08,0.04,4.53,6,3
Window,1.66,212.9,1.21,6.57,0.04,2.94,0.08,0.26,38.84,6,2
Window,2.85,212.9,1.21,3.82,0.04,2.94,0.08,0.15,22.7,6,2
Window,3.18,212.9,1.21,3.43,0.04,2.94,0.08,0.14,20.39,6,2
Window,6.57,212.9,1.21,1.66,0.04,2.94,0.08,0.07,9.99,6,2
Railing,3.18,283.87,3.56,3.43,0.03,1,0,0.1,6.91,6,4
Railing,9.48,283.87,3.56,1.15,0.03,1,0,0.03,2.36,6,5
Railing,9.48,283.87,3.56,1.15,0.03,1,0,0.03,2.36,6,5
BalconyFloor,3.18,7.41,20.94,3.43,1.15,0.17,0,3.94,1.56,6,6
BathroomFloor,3.65,4.7,20.94,2.99,1.81,0.17,0.2,5.43,1.63,8,6
Floor,1,1.16,20.94,10.91,7.37,0.17,0,80.33,6.21,20,29
InteriorWall,6.01,70.12,1.05,2.35,0.1,3.17,1.77,0.24,15.55,10,6
InteriorWall,9,70.12,1.05,1.57,0.1,3.17,0.2,0.16,10.59,10,5
InteriorWall,3.25,70.12,1.05,4.35,0.1,3.17,0.2,0.43,28.19,10,6
InteriorWall,3.21,70.12,1.05,4.4,0.1,3.17,0.2,0.44,28.54,6,4
InteriorWall,3.21,70.12,1.05,4.4,0.1,3.17,0.2,0.44,28.54,6,6
ExteriorWall,2.37,35.06,1.05,5.97,0.2,3.17,0,1.19,39.13,6,5
ExteriorWall,1.05,35.06,1.05,13.49,0.2,3.17,0,2.7,86.76,10,6
ExteriorWall,2.29,35.06,1.05,6.17,0.2,3.17,0,1.23,40.4,10,8
ExteriorWall,1.06,35.06,1.05,13.29,0.2,3.17,0,2.66,85.49,18,15
InteriorDoor,15.35,175.3,1.61,0.92,0.04,2.07,1.8,0.04,3.97,6,3
InteriorDoor,15.35,175.3,1.61,0.92,0.04,2.07,1.8,0.04,3.97,6,3
InteriorDoor,15.35,175.3,1.61,0.92,0.04,2.07,0.65,0.04,3.97,6,3
ExteriorDoor,13.99,175.3,1.61,1.01,0.04,2.07,0.08,0.04,4.34,6,3
Window,2.54,175.3,1.72,5.57,0.04,1.94,0.08,0.22,21.77,6,2
Window,2.46,175.3,1.72,5.74,0.04,1.94,0.08,0.23,22.41,6,2
Window,3.62,175.3,1.72,3.9,0.04,1.94,0.08,0.16,15.27,6,2
Window,7.64,175.3,1.72,1.85,0.04,1.94,0.08,0.07,7.34,6,2
Railing,2.46,233.73,3.34,5.74,0.03,1,0,0.17,11.53,6,4
Railing,22.07,233.73,3.34,0.64,0.03,1,0,0.02,1.34,6,5
Railing,22.07,233.73,3.34,0.64,0.03,1,0,0.02,1.34,6,5
Railing,2.54,233.73,3.34,5.57,0.03,1,0,0.17,11.2,6,4
Railing,22.07,233.73,3.34,0.64,0.03,1,0,0.02,1.34,6,5
Railing,22.07,233.73,3.34,0.64,0.03,1,0,0.02,1.34,6,5
Railing,7.64,233.73,3.34,1.85,0.03,1,0,0.06,3.77,6,4
Railing,22.07,233.73,3.34,0.64,0.03,1,0,0.02,1.34,6,5
Railing,22.07,233.73,3.34,0.64,0.03,1,0,0.02,1.34,6,5
BalconyFloor,2.46,10.96,19.65,5.74,0.64,0.17,0,3.67,2.17,6,6
BalconyFloor,2.54,10.96,19.65,5.57,0.64,0.17,0,3.57,2.11,6,6
BalconyFloor,7.64,10.96,19.65,1.85,0.64,0.17,0,1.19,0.85,6,6
BathroomFloor,3.28,2.98,19.65,4.3,2.35,0.17,0.2,10.12,2.26,6,4
Floor,1.05,1.1,19.65,13.49,6.37,0.17,0,85.93,6.75,18,24
InteriorWall,5.21,92.91,1.07,3.04,0.1,3.29,1.88,0.3,20.63,10,6
InteriorWall,8.09,92.91,1.07,1.96,0.1,3.29,1.88,0.2,13.54,10,5
InteriorWall,7.89,92.91,1.07,2.01,0.1,3.29,0.2,0.2,13.86,6,5
InteriorWall,16.17,92.91,1.07,0.98,0.1,3.29,2.31,0.1,7.09,8,5
InteriorWall,5.21,92.91,1.07,3.04,0.1,3.29,3.31,0.3,20.63,10,5
InteriorWall,5.21,92.91,1.07,3.04,0.1,3.29,3.31,0.3,20.63,10,5
InteriorWall,26.86,92.91,1.07,0.59,0.1,3.29,3.31,0.06,4.53,6,3
InteriorWall,8.9,92.91,1.07,1.78,0.1,3.29,0.2,0.18,12.38,6,4
InteriorWall,8.9,92.91,1.07,1.78,0.1,3.29,0.2,0.18,12.38,6,6
InteriorWall,8.9,92.91,1.07,1.78,0.1,3.29,0.2,0.18,12.38,6,4
InteriorWall,3.28,92.91,1.07,4.83,0.1,3.29,0.2,0.48,32.47,6,5
InteriorWall,3.28,92.91,1.07,4.83,0.1,3.29,0.2,0.48,32.47,6,5
InteriorWall,3.28,92.91,1.07,4.83,0.1,3.29,0.2,0.48,32.47,6,5
InteriorWall,4.94,92.91,1.07,3.21,0.1,3.29,0.2,0.32,21.75,12,7
ExteriorWall,2,46.46,1.07,7.94,0.2,3.29,0,1.59,53.57,10,8
ExteriorWall,1.08,46.46,1.07,14.7,0.2,3.29,0,2.94,98.04,10,9
ExteriorWall,1.9,46.46,1.07,8.34,0.2,3.29,0,1.67,56.2,6,6
ExteriorWall,1.08,46.46,1.07,14.7,0.2,3.29,0,2.94,98.04,22,11
InteriorDoor,17.23,232.28,1.64,0.92,0.04,2.14,3.34,0.04,4.11,6,3
InteriorDoor,17.23,232.28,1.64,0.92,0.04,2.14,3.34,0.04,4.11,6,3
InteriorDoor,17.23,232.28,1.64,0.92,0.04,2.14,2.29,0.04,4.11,6,4
InteriorDoor,17.23,232.28,1.64,0.92,0.04,2.14,2.24,0.04,4.11,6,3
InteriorDoor,17.23,232.28,1.64,0.92,0.04,2.14,1.91,0.04,4.11,6,3
InteriorDoor,17.23,232.28,1.64,0.92,0.04,2.14,1.91,0.04,4.11,6,3
ExteriorDoor,15.69,232.28,1.64,1.01,0.04,2.14,0.08,0.04,4.49,6,3
Window,3.45,232.28,2.08,4.59,0.04,1.69,0.08,0.18,15.66,6,2
Window,2.1,232.28,2.08,7.54,0.04,1.69,0.08,0.3,25.62,6,2
Window,6.03,232.28,2.08,2.63,0.04,1.69,0.08,0.11,9.04,6,2
Window,6.24,232.28,2.08,2.54,0.04,1.69,0.08,0.1,8.71,6,2
Window,6.24,232.28,2.08,2.54,0.04,1.69,0.08,0.1,8.71,6,2
Railing,2.1,309.7,3.52,7.54,0.03,1,0,0.23,15.14,6,4
Railing,16.68,309.7,3.52,0.95,0.03,1,0,0.03,1.96,6,5
Railing,16.68,309.7,3.52,0.95,0.03,1,0,0.03,1.96,6,5
Railing,6.24,309.7,3.52,2.54,0.03,1,0,0.08,5.13,6,4
Railing,16.68,309.7,3.52,0.95,0.03,1,0,0.03,1.96,6,3
Railing,16.68,309.7,3.52,0.95,0.03,1,0,0.03,1.96,6,4
Railing,3.45,309.7,3.52,4.59,0.03,1,0,0.14,9.25,6,4
Railing,16.68,309.7,3.52,0.95,0.03,1,0,0.03,1.96,6,4
Railing,16.68,309.7,3.52,0.95,0.03,1,0,0.03,1.96,6,4
BalconyFloor,2.1,9.78,15.3,7.54,0.95,0.23,0,7.16,3.91,6,6
BalconyFloor,6.24,9.78,15.3,2.54,0.95,0.23,0,2.41,1.6,6,5
BalconyFloor,3.45,9.78,15.3,4.59,0.95,0.23,0,4.36,2.55,6,5
BathroomFloor,5.1,4.62,15.3,3.11,2.01,0.23,0.2,6.23,2.35,6,4
BathroomFloor,5.21,5.53,15.3,3.04,1.68,0.23,0.2,5.11,2.17,6,4
Floor,1.06,1.11,15.3,14.9,8.34,0.23,0,124.28,10.69,22,36
InteriorWall,6.35,76.65,1.04,1.42,0.1,3.79,1.54,0.14,11.52,10,4
InteriorWall,14.78,76.65,1.04,0.61,0.1,3.79,1.54,0.06,5.37,6,3
InteriorWall,3.95,76.65,1.04,2.28,0.1,3.79,0.2,0.23,18.05,6,5
InteriorWall,7.39,76.65,1.04,1.22,0.1,3.79,2.58,0.12,9.98,10,5
InteriorWall,6.26,76.65,1.04,1.44,0.1,3.79,0.2,0.14,11.7,6,4
InteriorWall,6.26,76.65,1.04,1.44,0.1,3.79,0.2,0.14,11.7,6,4
InteriorWall,1.95,76.65,1.04,4.63,0.1,3.79,0.2,0.46,35.84,6,4
InteriorWall,3.29,76.65,1.04,2.74,0.1,3.79,0.2,0.27,21.5,10,7
ExteriorWall,1.24,38.33,1.04,7.27,0.2,3.79,0,1.45,56.59,6,4
ExteriorWall,1.02,38.33,1.04,8.81,0.2,3.79,0,1.76,68.33,10,8
ExteriorWall,1.18,38.33,1.04,7.67,0.2,3.79,0,1.53,59.62,6,5
ExteriorWall,1.02,38.33,1.04,8.81,0.2,3.79,0,1.76,68.33,14,7
InteriorDoor,9.8,191.63,2.13,0.92,0.04,1.86,2.78,0.04,3.57,6,3
InteriorDoor,9.8,191.63,2.13,0.92,0.04,1.86,1.73,0.04,3.57,6,3
InteriorDoor,9.8,191.63,2.13,0.92,0.04,1.86,1.57,0.04,3.57,6,3
ExteriorDoor,8.92,191.63,2.13,1.01,0.04,1.86,0.08,0.04,3.9,6,3
Window,2.02,191.63,1.62,4.47,0.04,2.44,0.08,0.18,21.99,6,2
Window,2.86,191.63,1.62,3.15,0.04,2.44,0.08,0.13,15.56,6,2
BathroomFloor,3.41,3.36,23.29,2.64,2.28,0.17,0.2,6.01,1.67,6,4
Floor,1,1,23.29,9.01,7.66,0.17,0,69.09,5.67,18,18
InteriorWall,7.32,93.4,1.09,1.57,0.1,3.41,2.31,0.16,11.36,10,5
InteriorWall,5.72,93.4,1.09,2.01,0.1,3.41,0.2,0.2,14.36,6,4
InteriorWall,2.97,93.4,1.09,3.87,0.1,3.41,0.2,0.39,27.06,6,3
InteriorWall,2.97,93.4,1.09,3.87,0.1,3.41,0.2,0.39,27.06,6,3
InteriorWall,16.18,93.4,1.09,0.71,0.1,3.41,2.21,0.07,5.5,6,4
InteriorWall,2.3,93.4,1.09,5,0.1,3.41,0.2,0.5,34.75,14,8
InteriorWall,5.45,93.4,1.09,2.11,0.1,3.41,0.2,0.21,15.04,6,5
InteriorWall,1.98,93.4,1.09,5.8,0.1,3.41,0.2,0.58,40.26,14,6
ExteriorWall,1.5,46.7,1.09,7.64,0.2,3.41,0,1.53,53.47,10,7
ExteriorWall,1.43,46.7,1.09,8.04,0.2,3.41,0,1.61,56.2,10,7
ExteriorWall,1.15,46.7,1.09,9.99,0.2,3.41,0,2,69.5,6,3
ExteriorWall,1.15,46.7,1.09,9.99,0.2,3.41,0,2,69.5,18,12
InteriorDoor,12.49,233.5,1.69,0.92,0.04,2.19,3.9,0.04,4.2,6,3
InteriorDoor,12.49,233.5,1.69,0.92,0.04,2.19,2.48,0.04,4.2,6,3
InteriorDoor,12.49,233.5,1.69,0.92,0.04,2.19,1.96,0.04,4.2,6,3
InteriorDoor,12.49,233.5,1.69,0.92,0.04,2.19,2.24,0.04,4.2,6,3
InteriorDoor,12.49,233.5,1.69,0.92,0.04,2.19,1.15,0.04,4.2,6,3
ExteriorDoor,11.38,233.5,1.69,1.01,0.04,2.19,0.08,0.04,4.59,6,3
Window,1.59,233.5,1.17,7.24,0.04,3.17,0.08,0.29,46.16,6,2
Window,3.25,233.5,1.17,3.54,0.04,3.17,0.08,0.14,22.68,6,2
Window,3.92,233.5,1.17,2.93,0.04,3.17,0.08,0.12,18.84,6,2
Window,6.68,233.5,1.17,1.72,0.04,3.17,0.08,0.07,11.16,6,2
Railing,3.92,311.33,3.71,2.93,0.03,1,0,0.09,5.92,6,4
Railing,8.84,311.33,3.71,1.3,0.03,1,0,0.04,2.66,6,5
Railing,8.84,311.33,3.71,1.3,0.03,1,0,0.04,2.66,6,5
Railing,1.59,311.33,3.71,7.24,0.03,1,0,0.22,14.54,6,4
Railing,8.84,311.33,3.71,1.3,0.03,1,0,0.04,2.66,6,5
Railing,8.84,311.33,3.71,1.3,0.03,1,0,0.04,2.66,6,5
BalconyFloor,3.92,7.18,12.37,2.93,1.3,0.3,0,3.81,2.54,6,6
BalconyFloor,1.59,7.18,12.37,7.24,1.3,0.3,0,9.41,5.12,6,6
BathroomFloor,3.92,4.65,12.37,2.93,2.01,0.3,0.2,5.87,2.96,6,5
Floor,1.13,1.16,12.37,10.19,8.04,0.3,0,81.93,10.94,18,26
InteriorWall,9.33,115.95,1.07,1.27,0.1,3.28,2.36,0.13,8.95,10,5
InteriorWall,12.75,115.95,1.07,0.93,0.1,3.28,2.21,0.09,6.75,6,4
InteriorWall,6.21,115.95,1.07,1.91,0.1,3.28,0.2,0.19,13.17,10,4
InteriorWall,6.21,115.95,1.07,1.91,0.1,3.28,0.2,0.19,13.17,6,4
InteriorWall,5.11,115.95,1.07,2.32,0.1,3.28,3.72,0.23,15.84,10,5
InteriorWall,5.78,115.95,1.07,2.05,0.1,3.28,0.2,0.21,14.14,6,5
InteriorWall,11.51,115.95,1.07,1.03,0.1,3.28,2.21,0.1,7.41,6,4
InteriorWall,7.06,115.95,1.07,1.68,0.1,3.28,3.14,0.17,11.68,10,6
InteriorWall,1.63,115.95,1.07,7.26,0.1,3.28,0.2,0.73,48.27,10,6
InteriorWall,5.67,115.95,1.07,2.09,0.1,3.28,2.11,0.21,14.4,6,6
InteriorWall,2.24,115.95,1.07,5.3,0.1,3.28,0.2,0.53,35.42,6,5
InteriorWall,2.32,115.95,1.07,5.1,0.1,3.28,0.2,0.51,34.08,10,7
ExteriorWall,1.04,57.98,1.07,11.45,0.2,3.28,0,2.29,76.46,18,9
ExteriorWall,1,57.98,1.07,11.86,0.2,3.28,0,2.37,79.08,10,7
ExteriorWall,1.13,57.98,1.07,10.5,0.2,3.28,0,2.1,70.16,6,5
ExteriorWall,1.13,57.98,1.07,10.5,0.2,3.28,0,2.1,70.16,6,4
InteriorDoor,12.89,289.88,1.47,0.92,0.04,2.39,3.84,0.04,4.59,6,3
InteriorDoor,12.89,289.88,1.47,0.92,0.04,2.39,3.76,0.04,4.59,6,3
InteriorDoor,12.89,289.88,1.47,0.92,0.04,2.39,3.17,0.04,4.59,6,3
InteriorDoor,12.89,289.88,1.47,0.92,0.04,2.39,2.48,0.04,4.59,6,3
InteriorDoor,12.89,289.88,1.47,0.92,0.04,2.39,1.9,0.04,4.59,6,3
InteriorDoor,12.89,289.88,1.47,0.92,0.04,2.39,0.57,0.04,4.59,6,3
ExteriorDoor,11.74,289.88,1.47,1.01,0.04,2.39,0.08,0.04,5.01,6,3
Window,2.34,289.88,2.06,5.07,0.04,1.71,0.08,0.2,17.48,6,2
